labels,text
"['bone', 'low']","Vegetarianism contributes to low bone density since there isn't enough calcium in the diet, which can cause long term issues with bone stability and strength."
"['dietery', 'unavailable', 'unique', 'benefits']",There are unique dietery benefits to meat consumption that are unavailable in any other way.
"['life', 'improved', 'dont', 'shouldnt']","Conditions in the meat industry have improved drastically, life in the wild or no life at all is in no way better for these animals therefore we dont harm animals and shouldnt be vegetarians"
"['neglect', 'crueler']","Individuals would likely neglect their animals or release them into the wild if they could no longer sell them because vegetarianism, where they would die of starvation, be eaten, or face an even crueler fate."
"['adverse', 'quantities']","High quantities of soy, grain, starch, or any food common for vegetarians can have adverse health effects."
"['get', 'herbicides', 'doused', 'though', 'farmed', 'pesticides']","Even though vegetarians avoid the hormones and antibiotics in meat, they still get very high doses of all the pesticides and herbicides that get doused over farmed plants."
"['detrimental', 'soy', 'hormones', 'consumed', 'rely', 'forced']","We should not adopt vegetarianism because most people would be forced to rely on soy for protein without meat, which has hormones in it that are detrimental if consumed in excess."
"['went', 'peoples', 'lose', 'away', 'millions', 'jobs']",We should not adopt vegetarianism because millions of peoples would lose their jobs if the meat industry went away
"['rights', 'humans', 'choose', 'apply']","A lot of rights that apply to humans are not applied to animals (example, the right to vote); therefore the rights of humans to choose is more important than the rights of animals to live."
"['identity', 'aspects']","Food is an important part of cultural identity and adopting vegetarianism would be inconsistent with maintaining highly valued aspects of many cultures, identification with which forms a key element in many people's identity."
"['dies', 'crucial', 'main', 'source']","Meat is a main source of protein and iron, therefore meat is a crucial part of a healthy dies and vegetarianism is unhealthy"
"['pregnant', 'woman', 'enough', 'get']",Vegetarianism is not healthy for pregnant woman because they don't get enough nutrients.
"['neglect', 'crueler']","Individuals would likely neglect their animals or release them into the wild if they could no longer sell them because vegetarianism, where they would die of starvation, be eaten, or face an even crueler fate."
"['concerned', 'abandoning', 'addressed', 'welfare', 'farmers', 'rather']",Problems with meat production should not be addressed by abandoning it completely; rather those concerned about animal welfare should work with farmers to make it more humane.
"['thousands', 'provides', 'fish', 'hundreds', 'away', 'take']",The meat and fish production industry provides a living to hundreds of thousands of people worldwide. Vegetarianism will take away they means of livelihood.
"['chemical', 'vitamin', 'prone', 'inclusive']","Vegetarianism is prone to protein, vitamin B12, Zinc, and other important chemical deficiencies, making meat inclusive diets healthier."
"['lacks', 'trusted', 'critical', 'vitamins', 'supplements']","Vegetarianism is not healthy for human beings, as it lacks critical vitamins such as B12. People cannot be trusted to take such supplements instead of meat."
"['protein', 'securing', 'difficulty']","Animals provide protein which humans would have difficulty securing otherwise. While other sources of protein exist, they tend to be more expensive and thus difficult to access for the poor."
"['employing', 'industry', 'forego', 'prioritize', 'lose', 'meat']",The meat industry is employing millions of people who will lose their jobs if we forego meat at once. We should prioritize the meat industry human workers over animals.
"['realising', 'domesticated']",adopting vegetarianism will result in realising all domesticated animal grown for the meet industry. the realising of the big amount of domesticated animals will hurt the wildlife balance.
"['nutritionally', 'easier', 'balanced', 'products', 'part', 'diet']",Eating a nutritionally balanced diet is easier if animal products are part of it
"['proteins', 'malnutrition', 'chances', 'anemia', 'lack', 'increases']",Becoming vegetarian is unhealthy. Not eating meat increases the chances of anemia and malnutrition because of the lack of proteins and iron.
"['protein', 'securing', 'difficulty']","Animals provide protein which humans would have difficulty securing otherwise. While other sources of protein exist, they tend to be more expensive and thus difficult to access for the poor."
"['protein', 'securing', 'difficulty']","Animals provide protein which humans would have difficulty securing otherwise. While other sources of protein exist, they tend to be more expensive and thus difficult to access for the poor."
"['healthy', 'unable', 'muscle', 'develop', 'enough']",Vegetarians are unable to get enough protein to live a healthy life and develop healthy muscle mass.
"['rigorous', 'planning', 'impossible', 'working', 'considerable']","Vegetarian diets can only be healthy with rigorous planning and considerable spending, which is impossible for many working people around the world."
"['harder', 'balanced', 'things', 'get', 'need', 'diet']",It's harder to get all the things you need for a balanced diet while being vegetarian.
